target_id,kepid,target_name,kepoi_name,kepler_name,mission,class_label,koi_disposition,koi_pdisposition,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_duration,koi_time0bk,koi_model_snr,koi_depth,koi_impact,koi_prad,koi_steff,koi_slogg,koi_srad,koi_kepmag,source_catalog,dataset_version,selection_seed
KIC 7907808,7907808,K04109.01,K04109.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,0.655939788,1.318,132.09997,18.7,73.0,0.301,1.48,4968.0,3.924,1.755,14.511,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 7918652,7918652,K02984.01,K02984.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,11.45541896,4.95,136.32524,15.8,68.6,0.116,1.12,6231.0,4.276,1.356,13.066,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 8022520,8022520,K08272.01,K08272.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,432.42787,19.63,361.4078,6.0,110.3,0.716,1.14,6263.0,4.46,1.009,13.814,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 8094120,8094120,K04881.01,K04881.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,5.6795377,3.757,132.95,12.5,52.0,0.196,1.16,6514.0,4.09,1.585,12.892,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 8107150,8107150,K07863.01,K07863.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,5.2449156,8.367,136.0365,11.7,35.5,0.019,0.52,5823.0,4.486,0.878,13.695,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 8120820,8120820,K06971.01,K06971.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,129.222771,7.272,255.1859,12.0,445.3,0.867,2.01,4934.0,4.515,0.809,14.784,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 8145958,8145958,K06978.01,K06978.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,3.07551068,1.683,134.46857,10.1,46.1,0.005,0.84,5763.0,4.256,1.242,13.359,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 8158429,8158429,K05482.01,K05482.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,31.707574649,7.6771,138.2539898,5.5,787.3,0.923,2.96,5861.0,4.546,0.865,15.197,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 8180290,8180290,K06985.01,K06985.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,10.9279755,2.486,139.9174,7.3,71.5,0.0956,0.81,6045.0,4.494,0.955,14.347,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 8197406,8197406,K05486.01,K05486.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,4.15472242,1.791,132.61089,19.7,2243.0,0.971,23.47,6996.0,3.627,3.359,12.572,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 8222627,8222627,K04098.01,K04098.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,1.121733366,1.032,131.56919,13.6,84.3,0.464,2.39,5023.0,3.682,2.571,13.875,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 8223445,8223445,K05487.01,K05487.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,48.8130123,1.538,157.60638,8.8,702.0,0.0608,2.95,6202.0,4.395,1.11,15.861,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 8227464,8227464,K06994.01,K06994.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,4.25907841,4.513,135.5815,11.5,28.1,0.362,0.7,5560.0,4.173,1.316,12.832,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 8240904,8240904,K01070.03,K01070.03,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,92.77779,6.64,367.6112,5.2,359.0,0.0174,1.92,5888.0,4.444,1.019,15.59,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 8294683,8294683,K05499.01,K05499.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,122.58481,22.37,178.4735,7.6,318.9,0.3468,1.19,5003.0,4.602,0.669,15.443,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 8355178,8355178,K06178.01,K06178.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,13.0327301,3.902,133.6778,11.1,242.3,0.67,1.64,6122.0,4.471,0.996,15.863,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 8396405,8396405,K01733.01,K01733.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,19.18109525,2.424,141.37097,17.6,865.4,0.007,1.72,5214.0,4.673,0.587,15.73,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 8430053,8430053,K04603.01,K04603.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,15.9513866,2.285,146.45425,9.2,99.2,0.197,1.17,6451.0,4.375,1.168,13.629,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 8432249,8432249,K05517.01,K05517.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,335.43143,10.3,395.1813,6.8,228.1,0.4062,7.12,5172.0,3.315,4.721,13.938,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 8546542,8546542,K03073.01,K03073.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,7.40985182,1.131,138.18222,13.5,201.1,0.234,1.18,5462.0,4.56,0.836,14.449,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 8548454,8548454,K05541.01,K05541.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,339.633833,8.859,260.9552,12.0,517.8,0.111,2.04,5823.0,4.522,0.901,14.699,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 8613446,8613446,K07069.01,K07069.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,1.01485981,1.65,131.6159,8.4,243.0,0.185,1.61,6158.0,4.453,1.024,15.572,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 8628761,8628761,K04580.01,K04580.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,6.30432354,2.508,137.29688,10.7,40.0,0.665,1.23,6728.0,3.987,1.836,13.01,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 8636539,8636539,K02656.01,K02656.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,6.77367892,3.579,138.07568,15.1,150.7,0.228,1.33,6392.0,4.425,1.072,15.024,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 8807988,8807988,K05572.01,K05572.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,21.9578446,1.038,135.06742,6.7,96.6,0.1492,0.78,5192.0,4.583,0.802,13.596,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 8873090,8873090,K02968.01,K02968.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,10.16435076,6.017,136.43034,18.4,37.7,0.915,1.99,6133.0,3.718,2.71,11.912,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 8880317,8880317,K07915.01,K07915.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,382.5891,11.7,372.8314,10.5,298.2,0.042,2.15,6337.0,4.261,1.239,13.678,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 8890417,8890417,K05580.01,K05580.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,173.219879,1.875,201.2993,5.7,239.5,0.5113,2.41,6007.0,4.158,1.518,13.957,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 8915379,8915379,K05583.01,K05583.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,20.5858591,3.069,140.6753,6.6,260.2,0.7233,1.31,5523.0,4.526,0.753,15.306,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 8946267,8946267,K05588.01,K05588.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,542.91133,15.9,409.6919,13.1,750.1,0.3766,2.27,5583.0,4.559,0.824,15.373,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 8973285,8973285,K04782.02,K04782.02,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,4.29251656,4.254,134.4818,11.0,249.5,1.007,3.66,6032.0,4.485,0.973,15.85,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 9117416,9117416,K03425.03,K03425.03,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,7.64370363,2.738,137.87526,13.2,70.9,0.785,1.85,6120.0,3.934,2.0,13.266,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 9119458,9119458,K00525.01,K00525.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,11.53029332,1.8385,173.726435,57.6,1209.3,0.027,3.98,5770.0,4.289,1.152,14.539,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 9221528,9221528,K03355.01,K03355.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,16.2953228,4.882,144.7982,12.9,229.1,0.587,1.6,6187.0,4.432,1.013,15.11,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 9229807,9229807,K05645.01,K05645.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,580.85326788,16.63,386.2877879,,,,,,,,15.927,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 9274092,9274092,K05649.01,K05649.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,426.942225,3.965,485.38171,11.8,1209.0,0.2981,2.32,5126.0,4.623,0.669,15.218,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 9347899,9347899,K00935.04,K00935.04,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,9.61731426,3.8692,142.47479,18.2,234.0,0.331,1.94,6035.0,4.22,1.257,15.237,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 9391817,9391817,K05663.01,K05663.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,140.884533,10.245,243.1411,16.4,158.0,0.013,1.52,5960.0,4.306,1.213,13.06,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 9397862,9397862,K05666.01,K05666.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,182.453195,2.721,282.5445,5.2,184.0,0.0792,1.26,6164.0,4.483,0.927,13.872,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 9425139,9425139,K01411.01,K01411.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,305.0762469,6.255,294.06794,113.4,4042.8,0.695,7.82,5716.0,4.348,1.155,13.377,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 9456887,9456887,K05677.01,K05677.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,20.5142642,3.524,148.7293,9.0,153.2,0.256,1.14,5221.0,4.422,0.936,14.9,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 9466486,9466486,K05680.01,K05680.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,557.92882,4.788,210.68,8.1,262.2,0.1034,2.97,5553.0,3.805,1.844,13.263,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 9475697,9475697,K05684.01,K05684.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,206.801125,6.6,246.8488,16.7,716.0,0.6772,24.34,5048.0,2.978,8.611,11.128,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 9478990,9478990,K00423.02,K00423.02,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,360.477635,4.332,253.9112,7.3,604.0,72.848,11943.8,6266.0,4.101,1.522,14.327,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 9491832,9491832,K04226.01,K04226.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,49.564693,8.54,170.6973,15.0,113.5,0.685,1.63,5907.0,4.212,1.442,12.83,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 9532603,9532603,K05688.01,K05688.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,14.5555096,2.07,132.8686,8.1,725.0,0.528,2.03,5176.0,4.612,0.738,16.897,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 9588862,9588862,K07195.01,K07195.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,5.89773974,2.243,133.42423,8.1,77.9,0.1566,1.0,6300.0,4.371,1.126,14.742,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 9674789,9674789,K05704.01,K05704.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,96.16705,2.775,134.6749,7.2,270.7,0.1194,1.15,5147.0,4.617,0.716,13.419,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 9702945,9702945,K04822.01,K04822.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,3.51413723,3.919,132.40707,11.2,32.7,0.9353,0.69,6201.0,4.472,0.989,13.474,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 9716028,9716028,K04273.01,K04273.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,17.3731821,3.36,138.28747,14.0,71.7,0.227,1.31,6180.0,4.155,1.54,12.677,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 9773980,9773980,K04691.01,K04691.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,3.3879165,1.818,133.93645,10.4,78.6,0.117,1.09,5702.0,4.247,1.245,14.491,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 9815053,9815053,K02923.01,K02923.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,5.83892993,1.1066,136.90293,15.3,237.4,0.319,1.19,5279.0,4.588,0.769,14.628,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 9832379,9832379,K05715.01,K05715.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,189.961729,12.46,288.3907,11.9,699.9,0.1845,1.93,5335.0,4.613,0.742,15.713,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 9838582,9838582,K05718.01,K05718.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,233.64574,10.05,297.494,7.6,2268.0,0.0691,5.2,5780.0,4.438,1.0,17.106,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 9839030,9839030,K05719.01,K05719.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,27.285315,7.47,153.656,9.6,396.5,0.213,2.19,6304.0,4.407,1.094,14.71,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 9843517,9843517,K03480.01,K03480.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,11.9378354,4.652,133.2612,9.6,246.0,0.036,1.15,5469.0,4.611,0.738,15.954,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 9873004,9873004,K07970.01,K07970.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,1.98514635,1.625,132.02682,11.0,233.4,0.126,1.28,5581.0,4.559,0.845,15.988,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 9906688,9906688,K07976.01,K07976.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,5.82561701,3.246,136.0369,9.2,142.8,0.635,1.21,5999.0,4.459,0.967,15.449,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 9910043,9910043,K05732.01,K05732.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,39.399926,5.729,160.2611,9.4,341.4,0.544,1.52,5913.0,4.581,0.795,15.453,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 9935983,9935983,K05736.01,K05736.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,161.651504,2.509,289.32322,8.4,253.6,0.736,2.22,5725.0,4.212,1.289,13.756,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 9969287,9969287,K04820.01,K04820.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,14.7401061,5.637,133.5305,10.3,238.0,0.116,1.48,5999.0,4.494,0.959,15.479,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 10003058,10003058,K04519.01,K04519.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,148.568877,4.399,139.60402,11.6,404.4,0.243,5.97,5814.0,3.68,2.985,14.744,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 10157458,10157458,K01083.02,K01083.02,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,4.57797412,2.862,135.63058,9.6,125.4,0.343,0.96,5795.0,4.554,0.848,15.302,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 10199984,10199984,K05776.01,K05776.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,198.6004,3.53,163.566,9.8,300.8,0.648,4.6,5357.0,3.641,2.522,13.183,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 10287723,10287723,K01174.01,K01174.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,129995.7784,9.408,393.59962,35.7,1474.9,0.7127,2.99,4500.0,4.572,0.726,13.447,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 10290666,10290666,K00332.02,K00332.02,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,6.86674226,4.216,135.3543,12.3,47.2,0.405,0.79,5914.0,4.396,1.135,13.046,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 10339000,10339000,K05787.01,K05787.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,69.775633,9.205,147.9367,9.7,140.9,0.3519,1.19,6224.0,4.413,0.983,14.333,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 10552151,10552151,K05805.01,K05805.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,525.757041,4.995,306.89848,14.4,830.2,0.11,11.07,5277.0,3.495,3.931,14.519,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 10585749,10585749,K04563.01,K04563.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,54.333582,10.545,144.7536,10.5,152.0,0.823,1.7,5500.0,4.228,1.221,14.487,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 10601163,10601163,K05812.01,K05812.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,3.1318392,1.632,132.123,6.0,159.9,0.3864,1.5,6070.0,4.246,1.159,14.122,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 10658177,10658177,K05817.01,K05817.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,113.083522,10.315,217.1521,13.0,130.7,0.039,1.59,5903.0,4.179,1.4,13.336,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 10665228,10665228,K07358.01,K07358.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,11.3251153,2.126,137.2423,7.0,297.2,0.352,1.26,5334.0,4.574,0.727,15.995,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 10749059,10749059,K03086.01,K03086.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,174.731515,8.257,252.5348,16.5,1179.9,0.021,3.0,5201.0,4.447,0.897,15.707,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 10794087,10794087,K01316.02,K01316.02,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,12.37679312,3.85,143.3787176,,,,,,,,11.926,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 10813078,10813078,K05831.01,K05831.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,10.552241908,2.7355,132.652083,12.3,954.0,0.025,1.75,4031.0,4.666,0.585,15.712,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 10844823,10844823,K08033.01,K08033.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,362.13187,5.59,369.541,8.2,849.0,0.397,2.23,5176.0,4.567,0.766,15.313,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 10907132,10907132,K04503.01,K04503.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,5.89089509,2.402,132.43645,11.7,267.7,0.282,1.54,5869.0,4.513,0.942,15.683,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 10916600,10916600,K02623.02,K02623.02,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,4.02664625,3.771,134.3954,8.9,30.0,0.094,0.68,6187.0,4.341,1.238,13.383,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 10917433,10917433,K03248.01,K03248.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,6.91261536,2.359,132.15638,12.0,34.4,0.656,0.64,5761.0,4.383,1.044,12.419,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 10978581,10978581,K05847.01,K05847.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,277.114286,3.926,196.18868,10.4,567.1,0.0288,17.56,5117.0,2.986,7.549,12.348,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 11071200,11071200,K02696.01,K02696.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,96.4562198,11.195,214.74931,54.6,950.5,0.775,9.1,7029.0,3.806,2.704,12.998,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 11129145,11129145,K05870.01,K05870.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,132.114,2.514,238.008,5.7,216.8,0.2502,0.75,4342.0,4.715,0.523,13.586,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 11145637,11145637,K05872.01,K05872.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,46.16051579,2.37,137.0802908,,,,,,,,15.655,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 11152511,11152511,K05874.01,K05874.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,287.33114,12.722,360.8412,19.7,406.7,0.529,2.07,5426.0,4.378,1.007,13.618,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 11153121,11153121,K01647.03,K01647.03,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,6.33027476,3.67,133.86213,9.8,89.2,0.3288,1.02,5900.0,4.363,1.07,14.167,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 11241560,11241560,K07426.01,K07426.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,6.96197304,2.806,135.55021,8.8,151.3,0.103,0.97,5008.0,4.506,0.814,15.352,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 11282568,11282568,K07430.01,K07430.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,1.320499473,1.184,132.61488,12.0,204.0,0.15,18.94,5172.0,2.693,13.454,11.466,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 11296045,11296045,K04396.04,K04396.04,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,437.51586139,4.16,522.0553193,,,,,,,,12.981,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 11357664,11357664,K04464.01,K04464.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,4.373570433,0.623,133.82814,14.5,366.0,0.1,1.23,4362.0,4.623,0.64,15.194,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 11393633,11393633,K05893.01,K05893.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,405.6296,11.26,245.7373,5.8,304.3,0.4652,1.4,5583.0,4.58,0.79,15.006,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 11453930,11453930,K05900.01,K05900.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,355.84731,16.68,447.657,9.8,123.9,0.1578,1.68,6823.0,4.212,1.493,13.127,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 11462341,11462341,K02124.01,K02124.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,42.3375799,4.924,158.25187,18.1,354.8,0.947,1.45,4132.0,4.682,0.581,14.275,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 11462969,11462969,K06239.01,K06239.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,406.496216,3.495,325.9025,6.9,380.2,0.5052,1.77,5847.0,4.525,0.884,13.893,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 11493378,11493378,K05905.01,K05905.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,35.6606167,1.59,151.4719632,,,,,,,,13.951,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 11602794,11602794,K07460.01,K07460.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,5.70509519,1.58,136.20183,9.2,283.6,0.469,1.58,5455.0,4.448,0.927,15.597,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 11722217,11722217,K05930.01,K05930.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,302.77571,3.183,323.5739,7.1,1106.0,0.1265,1.0,3358.0,4.944,0.303,15.755,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 11922778,11922778,K03408.01,K03408.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,65.427645,9.404,176.2733,15.6,319.0,0.004,1.65,6014.0,4.504,0.926,14.821,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 12007270,12007270,K05948.01,K05948.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,398.51312,5.41,165.2177,5.9,249.2,0.5091,1.23,5776.0,4.596,0.759,13.843,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 12009917,12009917,K05949.01,K05949.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,559.785594,3.496,433.1966,7.3,274.8,0.411,1.88,6201.0,4.352,1.111,13.295,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 12066767,12066767,K05951.01,K05951.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,194.25835342,3.15,288.4461343,,,,,,,,15.779,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 12071775,12071775,K05952.01,K05952.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,164.507439,11.428,212.7605,11.7,433.8,0.3819,2.15,5866.0,4.382,1.02,15.025,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
KIC 12105086,12105086,K05954.01,K05954.01,,Kepler,candidate,CANDIDATE,CANDIDATE,0,0,0,0,73.908995,3.916,159.8067,7.0,100.5,0.4947,0.94,5865.0,4.518,0.918,13.144,NASA Exoplanet Archive KOI Cumulative Table,v1_600,42
